author,creator,titles,dates,publishers,languages,subjects,descriptions,earliest_year,latest_year,Frequency,urls,og_dates
Malcolm Muggeridge,"['Muggeridge, Malcolm,1903-1990.Muggeridge through the microphone.', 'Muggeridge, Malcolm,1903-1990.']","""['Muggeridge ancient & modern ', 'Jesus rediscovered']""","[1981.0, 1969.0]","['London British Broadcasting Corporation', 'London Fontana']","['eng', 'eng']","[nan, 'Theology, Doctrinal.']","['Previous ed.: published as Muggeridge through the microphone. 1967', nan]",1969.0,1981.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQLqWgCN5F0BU2Gah2nt9n_YagRqZIK6q83pFHbCTBF320wwgXpJvw-qmG-h24&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2ipWnGhoXBIzeYJ5KALFUJ7GWoGYweqlPv2u4UW_JPfEWmSXz8Gjye5RShm0&s']","['1981', '1969']"
Manfred Messerschmidt,"['Messerschmidt, Manfred.']","""['Deutschland in englischer Sicht : die Wandlungen des Deutschlandbildes in der englischen Geschichtsschreibung.']""",[1955.0],"['Düsseldorf : M. Triltsch,']",['ger'],[nan],['Includes index and bibliographies.'],1955.0,1955.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTy9kch7pk0DuKqYWhvO-tVZPLfrbS13NXba13_HqoZpn8VaGr-U_IIUNsNpw&s'],['1955.']
Margaret Drabble,"['Drabble, Margaret,1939-', 'Drabble, Margaret,1939-']","""['The millstone', 'The middle ground : a novel ']""","[1973.0, 1980.0]","['Bath Chivers', 'London : Weidenfeld and Nicolson,']","['eng', 'eng']","[nan, 'English fiction.']","['Originally published: London : Weidenfeld and Nicolson, 1965', nan]",1973.0,1980.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAyt24E9YU0e3A3tOzgxDd3a4AN0sXd-2nfnqo8Qv7rEJhosRaiv4evMqF5w&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYD-4HV7AgxkVMzvYCSsZsUDXdpiXFSiLZtEzFanI8FRu5CFc3quNWdvNWiQ&s']","['1982, c1965', '1980.']"
Margaret Elizabeth Munson Sangster,"['Sangster, Margaret Elizabeth Munson,1838-1912.']","""['Radiant motherhood: a book for the twentieth century mother.']""",[1905.0],"['Indianapolis,']",['eng'],[nan],[nan],1905.0,1905.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRpYzFli6ltYI2-J2fMVM7mbUbT2cO5U7e3x06pnLJ7_9oUHlW5DuDAykhgxXc&s'],['[1905]']
Margaret Forster,"['Forster, Margaret,1938-']","""['Hidden lives : a family memoir ']""",[1995.0],"['London : Penguin,']",['eng'],[nan],"['Originally published: London: Viking, 1995']",1995.0,1995.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT-xHwXoj2HP_si4GaJmiRefWMm1sDw2Ts7wi_8Dyy8p3saQ5lZR6yMaVo6JQ&s'],"['1996, c1995']"
Margaret Laurence,"['Laurence, Margaret.']","""['New wind in a dry land']""",[1964.0],['New York Knopf'],['eng'],[nan],"[""First published in London in 1963 under the title 'The Prophet's camel bell'""]",1964.0,1964.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKJ7QkFMaZvvcAJLjRIIXwCHMVxMSBi35unGMJ8U9excN-Vv0puem9Eka71NE&s'],['1964']
Margaret Murray,"['Murray, Margaret,Novelist.']","""['The scarlet stranger.']""",[1945.0],"['London, ']",['eng'],[nan],[nan],1945.0,1945.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1Qje8P3dhyYXbXQBWQXLcu6No7QQxUUuaaTS0dGnlD7SDgek4EJplRoV55g&s'],['1945.']
Margaret Tarrant,"['Tarrant, Margaret,1888-1959.']","""['Favourite fairy tales ']""",[1929.0],"['London,']",['eng'],[nan],[nan],1929.0,1929.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR6NBh58c3m2tyQPggcV8GccPO6PzFc2wywa23AdYwsuaMsRfzZovbqMZSAj1Y&s'],['[1929]']
Marguerite Yourcenar,"['Yourcenar, Marguerite.', 'Yourcenar, Marguerite.', 'Yourcenar, Marguerite.']","""['Memoirs of Hadrian and reflections on the composition of Memoirs of Hadrian ', 'Souvenirs pieux.', 'Denier du rêve ']""","[1972.0, 1974.0, 1971.0]","['New York Farrar, Straus & Giroux', '[Paris] Gallimard', '[Paris] Gallimard']","['eng', 'fre', 'fre']","[nan, 'Authors, French', nan]","[nan, nan, nan]",1971.0,1974.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTopE_MrzvyhesWsswzFKFDudiFwKW-O1GhXblVyBSpMU5nUHLd_4M5ys7sVe0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXHCk0I6C0i8QNbRm5DlSQvZCsWwU_vm2kfVguZjP59ts0StuO9Btf6mrbhIE&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3FMbM3piXW9w756BVVHYbuNzUeJwLSC0kwmoiUC-U2ZBSw73XrpkKrVTtxQ&s']","['1981, c1963', '[1974]', '1971']"
Maria J. McIntosh,"['McIntosh, Maria J.(Maria Jane),1803-1878.', 'McIntosh, Maria J.(Maria Jane),1803-1878.']","""['Conquest and self-conquest; or, Which makes the hero? ', 'Praise and principle; or, For what shall I live? ']""","[1876.0, 1877.0]","['London,', 'London,']","['eng', 'eng']","[nan, nan]","[nan, nan]",1876.0,1877.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3U9JjFKzQaP6BFbywXEAoyKd-tGXpNDmHUN6q9bM4jk9YD_8sfhfn4nCbkw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_-IS2PrM0mIlRlc5O4zFBreShHeUlsjKsTwHY_33t2hAplxgwbvH6PMXETZw&s']",
Maria Mies,"['Mies, Maria.']","""['Patriarchy and accumulation on a world scale women in the international division of labour']""",[1986.0],['London Zed'],['eng'],['Women'],['Includes bibliography and index'],1986.0,1986.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT62REIVe2Oq0LuD1tN5kRdIt_dBWnPNd5iEGMdviLkL62liBtmoJINrd0RsiA&s'],['1986']
Maria Montessori,"['Montessori, Maria,1870-1952.', 'Montessori, Maria,1870-1952.', 'Montessori, Maria,1870-1952.']","""['From childhood to adolescence ', 'Pedagogical anthropology ', 'The Montessori method. Scientific pedagogy as applied to child education in 'The children\'s houses' ']""","[1976.0, 1913.0, 1912.0]","['New York : Schocken Books,', 'London,', 'London,']","['eng', 'eng', 'eng']","['Child development.', nan, nan]","[""Translation of: De l'enfant à l'adolescent."", nan, nan]",1912.0,1976.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3ytql2ro1zdBqiNZxVOpovkhgVkuVj5BwfZJSEUaVD6sbFU0WxFjKFCmReM0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQy8dW5U63YQX7yCzZZYAvX2AKyH5QKmxzqbvWJR0nl2iuRoFHpgGCpbGQuoCE&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7WtqfVQN3zzN7sDZoeh-podEXgsOX4WGVBX8XMrYYFs6inqkYRi9kTMqd8A&s']","['1976.', '1913.', '1912.']"
Marian Eldridge,"['Eldridge, Marian,1936-']","""['The woman at the window ']""",[1989.0],"['St. Lucia : University of Queensland Press,']",['eng'],[nan],[nan],1989.0,1989.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTasoGzaBPoUYLvX2uyfq-hVPYy3Z_K5vrwwDg3TjCcHyEqiSnjK-UlsTAYXNo&s'],['1989.']
Marie Borroff,"['Borroff, Marie.']","""['Sir Gawain and the green knight. A stylistic and metrical study.']""",[1962.0],"['New Haven [Conn.] & London ], ']",['eng'],[nan],['[With a bibliography.]'],1962.0,1962.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtujg9agGCkp5KDXBZX32bz_e2oB-duZbPL9F5MdJbiTlzeZ6PQ8Bvc2DEfA&s'],['1962.']
Marilyn Duckworth,"['Duckworth, Marilyn,1935-']","""['The matchbox house']""",[1987.0],['Oxford University Press'],['eng'],[nan],[nan],1987.0,1987.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCaBfNq2Dt6fyEdRoBNwuyIQu6AI4q1k50RWccQvsMeWX9hhqANqCtlx0wLg&s'],['1987']
Marilyn French,"['French, Marilyn,1929-']","""['The book as world James Joyce's 'Ulysses'']""",[1976.0],"['Cambridge, Mass. London Harvard University Press']",['eng'],"['Joyce, James, 1882-1941.']",['Includes index'],1976.0,1976.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSOOnwQG-jOnaFXZa5QlgOqhjCBnDx5wOVoJS3ksS5P8Nt2gdReFbfiDeQz03g&s'],['1976']
Marjorie Douglas,"['Douglas, Marjorie.']","""['The home of the Aylmers.']""",[1933.0],"['London, ']",['eng'],[nan],[nan],1933.0,1933.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXMBwXdZJHtIUW3Oz6ZJjGlG60OUrGIwrNXS8T_k9pQTY9VL6P5Rz_UcWW3w&s'],['[1933]']
Mark Hamill,"['Hamill, Mark.']","""['Impressions of a cross : Donaghmore, County Tyrone ']""",[1988.0],"['Dungannon : Irish World,']",['eng'],[nan],[nan],1988.0,1988.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTB_fYIF2-SWTXGbvGvwHyPzgMzkhlUh9cllyrIL82-_6ljS9mX_fbjTXt5Kw&s'],['1988.']
Mark Henry Richmond,"['Richmond, M. H.(Mark Henry)']","""['Essays in applied microbiology']""",[1981.0],['Chichester Wiley'],['eng'],['Microbiology.'],['Includes bibliographies and index'],1981.0,1981.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhNv821P9xLiCRI_r94kxnCS5zbOIdokHRIPGxzxMoHS0TimVeJHuH_eIDjsk&s'],['c1981']
Mark Kurlansky,"['Kurlansky, Mark.']","""['The white man in the tree and other stories ']""",[2001.0],"['London : Vintage,']",['eng'],['Pluralism (Social sciences)'],"['Originally published: U.S.: Pocket Books, 2000; London: Jonathan Cape, 2001.']",2001.0,2001.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRNe8xbjrFODBNPE0zj3KNUyxLwn32XtOm2gufaNQRdGfLORCmkdLTHeu5XMg&s'],['2001.']
Mark Twain,"['Twain, Mark,1835-1910.Adventures of Tom Sawyer.']","""['Anturiaethau Tom Sawyer ']""",[1983.0],['Abertawe [Swansea] Gwasg Mynydd Mawr'],['wel'],[nan],[nan],1983.0,1983.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtUihHc3L7GYC7A-LAlUepBOPSs9qMgmeAGTAN1ERDAMvylJX1v11h28E-zA&s'],['1983']
Marlene Dietrich,"['Dietrich, Marlene.']","""['My life ']""",[1989.0],['London Weidenfeld and Nicolson'],['eng'],[nan],['Includes index'],1989.0,1989.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcOJPXzWMim4YmAcHUBs491-ukDJ3iMlfpgwJRwr4uocJYvnVjvQ0eFHrk1Hs&s'],['1989']
Marta Segarra,"['Segarra, Marta.']","""['The portable Cixous ']""",[2010.0],"['New York ; Chichester : Columbia University Press,']",['eng'],"[""Cixous, Heĺe'ne, 1937-""]",['Includes bibliographical references and index.'],2010.0,2010.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhyRG4PAhNrShQ84ME4KqIqQaOHA2JC7jushLHeGk0qph6S95JQvs6OwLOG-s&s'],['c2010.']
Martin Cruz Smith,"['Smith, Martin Cruz,1942-']","""['Havana Bay ']""",[1999.0],"['London : Macmillan,']",['eng'],['Murder'],[nan],1999.0,1999.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQniFDZzbjobBqEV9bUQjO2CbtY3gbyRrzdaAUT4kqwu4ONN6h5cDL63eFDTw&s'],['1999.']
Martin Harry Greenberg,"['Greenberg, Martin Harry.']","""['New stories from the Twilight Zone ']""",[1992.0],"['London : Warner,']",['eng'],[nan],"['Originally published in the US: Avon Books, 1991.']",1992.0,1992.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSxejIG7sBoHTWK8k65eaqZSsmEUObJs0zI0QpTh5ORSChQWYmqUMiP1qiih_s&s'],['1992.']
Martin Kemp,"['Kemp, Martin.']","""['Bodyscapes : images of human anatomy from the collections of St. Andrews University ']""",[1995.0],"['[St. Andrews : Crawford Arts Centre],']",['eng'],"['Anatomy, Artistic']",['Caption title.'],1995.0,1995.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRYmJd68jKnmlsufFPHdsx7u7Z7S6vfAX4urwMnzP8CVrXoIqKTkvB3nfBGA&s'],['1995.']
Martin Luther,"['Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546,Übers.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.', 'Luther, Martin,1483-1546.']","""['Von den Concilijs vnd Kirchen.', 'Betbüchlin mit dem Calender vnd [und] Passional ', 'In Genesin, Mosi Librvm [librum] Sanctissimvm [sanctissimum], D. Martini  Lutheri Declamationes : Praeterea Index, paucis opusculi totius summam continens.', 'M. Luth. in Ionam prophe. commentariolus ', 'Vom Eelichen Leben. Martinus Luther. Da zů dz er auch ytzt newlich gemacht hat, welche person verpottē syen zů eelichē früntschafft vnd mogschafft halb. Leui. 18.', 'A commentary upon the Epistle of Paul the Apostle to the Galatians. ... By Mr. Martin Luther. To which is prefixed, an account of the life of the author.', 'Bjblia Das ist, die gantze heilige Schrifft Deudsch ', 'Artickel so da hetten sollen auffs Concilion zu Mantua, oder wo es würde sein vberantwortet werden von vnsers teils wegen, vnd was wir annemen oder geben kündten oder nicht, etc.', 'Ein[n] newe Betbüchlin, des seligen vnd tewren Gottes Doctoris Martini  Lutheri : aus seinen eigen Geisttrost vnd Lebendigen worten vnd Tomis gezogen ...', 'Die Heubtartikel des Christlichen Glaubens : Wider den Bapbst, vnd der  Hellen pforten zu erhalten ; Sampt dem Bekentnis des glaubens, D. Mart. Luth. Vnd  andern seer nützlichen Büchlin ...  D. Mart. Luth.', 'Die Heuptartikel des Christlichen Glaubens, Wider den Bapst, vnd [und] der  Hellen pforten zu erhalten ', 'Ain Sermon von dem Gleyssner vn[d] [und] Offenbarn sünder : Luce am  xviij. ']""","[1539.0, 1566.0, 1527.0, 1526.0, 1522.0, 1786.0, 1535.0, 1538.0, 1565.0, 1550.0, 1557.0, 1523.0]","['Wittemberg : H. Lufft,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,', 'Argentorati : Apud I. Hervagium,', '[Basle : A. Petri],', 'Paisley : printed by John Neilson, for Robert Reid, the publisher,', '[Augspurg] : Aprell,', 'Wittemberg : H. Lufft,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,', '[S.l.]  : [s.n.] ,']","['ger', 'ger', 'lat', 'lat', 'ger', 'eng', 'ger', 'ger', 'ger', 'ger', 'ger', 'ger']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","['With manuscript notes.', 'VD16', 'Original Imprint:  Haganoae per Ioan. Secerum, Anno M.D.XXVII. Mense  Augusto. Kolophon: ... apud Ioannem ... - Mikrofiche. München : Saur, 1992.', 'The running-titles only are quoted in the above entry.', nan, 'ESTC', 'VD16', nan, 'Original Imprint:  M.D.LXV. Kolophon: Gedruckt zu Eisleben, durch Vrban  Gaubisch. - In Fraktur. - Mikrofiche. München : Saur, 1991.', 'VD16', 'VD16', 'VD16']",1522.0,1786.0,12,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRqgpFNLGN29jfofOyJLiNRgT7juQYux0V_bkOy7K3wqXmASmwBFKiwMGT3Kg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRcqqkJlhoj9_vb7UowLLE0NzJ11NK9a9vC9LQ8ledpo1El_JzG-vUa7zQRPA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQI2GfIonTmmHjqMnHg5CxtvBBYYz6nnre3gI8rbZ3_FQEM4Maiyhaor2JHcQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReZ-TGSSzxEziIHDTeP66mcK5XTzF7eWluiSIFOXvSQi-vDbnjMXz3-tLdT9Y&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPcCqY7axNpns_U08B9sAPvNoPWIeLJqNjAB70nnvmokGuEcXC-ENOm5e8vA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHSVaQMFx50z4WP_UkX-G2tEPaUJ-wDY_32H3eVmQ3kXFihEahVxFYLEI8Cg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQW0ZecWkdS_W337xgktws8udM5g-JMo4jsKIHqmqKQjbKNIGnK90d5f6y35tQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPXksWIycfK8jmfDVZaR1ZAdgWnZeh77RUsNGxphkWvDIjwKmuduenoJri-Q&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQy-sebmGWmYQEkSlUbRwqocw4e1CekVgux8Ox3yCRp__n12g9QzJ9zMIBqhw&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLFkoKuWtLwvygOuBTPQMw6vBXxad12xciczhm9Kb6z0TSNX0jPlyg7wVICR8&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS_X7M8BVAazKPEElTmvFIHrIQvKvqQjsg6N1DVgfhSdTRnd27VjjqQ_LHkzQ&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQwLnyvHRbM_VBKvxbmmedIey8JU-2R_xrPvSc0Wz2P2IJTC8dAxK8EZrmu8g&s']","['1539.', '1566.', '1527.', '1526.', '1522.', '1786.', '1535.', '1538.', '1565.', '1550.', '1557.', '1523.']"
Mary Berry,"['Berry, Mary,1935-', 'Berry, Mary.']","""['Mary Berry's freezer cookbook : over 150 easy to prepare recipes for your freezer.', 'A comparative view of the social life of England and France, from the restoration of Charles the Second, to the French revolution. (Social life in England and France from the French revolution in 1789, to that of July 1830)  ']""","[1994.0, 1829.0]","['London : Piatkus,', 'London, ']","['eng', 'eng']","[nan, nan]","['Previous ed.: 1984', 'Item records and volume number generated programmatically as part of an external digitisation project']",1829.0,1994.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTKgX0TkuBY3bebfHKEsgyEmBE2r7KsWQBaQgVg5lG-EeJWovyyFtoqLDyXKg&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQN4dVvMSvCROkkZSGZT09-XJqhOGeWr4jnN5KGkexW37QIgMCvSRjT3G9cTQ&s']","['1994.', '1828-1831.']"
Mary Elwyn Patchett,"['Patchett, Mary Elwyn.']","""['The saffron woman.']""",[1958.0],"['London, ']",['eng'],[nan],[nan],1958.0,1958.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7JmOtzOrsOk0J_CDzUaDn8j6MfAxDG2vxIjfd4adl4aDxqOiJO17TMojTIb4&s'],['1958.']
Mary Martin,"['Martin, Mary,1949-', 'Martin, Mary,Novelist.', 'Martin, Mary,S.R.N.', 'Martin, Mary,S.R.N.']","""['Éirí na gréine.', 'Fanny O'Hara. A schoolgirl of 1793.', 'Habit training and bedwetting.', 'Having your baby now.']""","[1997.0, 1928.0, 1959.0, 1944.0]","['Baile Átha Cliath : Comhlacht Oideachais na hÉireann,', 'London, ', 'London, ', 'London, ']","['iri', 'eng', 'eng', 'eng']","[nan, nan, nan, nan]","[nan, nan, nan, nan]",1928.0,1997.0,4,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsM4e-EKzsdYRki7diRrI1ruvAkLyCndH-5-hlaYksNwhLvIiomurOpIz_oA&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEqfXcwtdDrz3EGwih9NvgT4cfWj824LknskuS-lrE9hh5jSu8GlM4GsSpOB8&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2PxwI_ZsqfS6JMDr_ibpAvvJSOI8nPVhL8ieStvop7RuG5Bj_VbcBRYAm5g&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3F8sqqd0Jb53zbhVosU5dWJ9f0YySDH0X8NmKBV1P6HKIQnoUw3w52uCZYA&s']","['c1997.', '[1928]', '1959.', '1944.']"
Mary Saran,"['Saran, Mary.']","""['European Revolution: how to win the peace ...']""",[1941.0],"['London, ']",['eng'],[nan],[nan],1941.0,1941.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRciVVyr8Ob79_Kc3uFKMNSdipqe_PywVklXZLweYCvqepwFyo5oU6ZO6vfmU4&s'],['1941.']
Mary Westmacott,"['Westmacott, Mary,1890-1976.', 'Westmacott, Mary,1890-1976.']","""['A daughter's a daughter.', 'Giant's bread']""","[1952.0, 1952.0]","['London,', '[London] Fontana']","['eng', 'eng']","[nan, nan]","[nan, nan]",1952.0,1952.0,2,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9HFBG-abspsCSCfHY3AOlKY7oQtgg0DcNRRX87aLHxO9WYuyJFLaZhCRmpk8&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH7qT6iJY5pR2prj4f48UkkJ4SokRb78fb2J86hBXKSkKr-eFeGGh_OoW9YA&s']","['1952.', '1975, c1930']"
Matthew Sharp,"['Sharp, Matthew.']","""['Answers for Matthew Sharp of Hoddam, to the petition of John Carlyle of Lime-kilns.']""",[1742.0],"['[Edinburgh,']",['eng'],[nan],['ESTC'],1742.0,1742.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ5Fjrr0zXnnukjwhSsTtW1YeUUOMODgjiKq77i6QN9sBxTJ6BF_9vHSaOrxA&s'],['1742]']
Maura Stanton,"['Stanton, Maura.']","""['Life among the trolls ']""",[1998.0],"['Pittsburgh, Pa. : Carnegie Mellon University Press,']",['eng'],[nan],['Poems.'],1998.0,1998.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSOp971CVku_qBL82BO36MMCzk5WbAXTJG4Obib7NX_RSRIMOiO0jDgPw3Ag&s'],['1998.']
Maurice Sendak,"['Sendak, Maurice.']","""['The sign on Rosie's door ']""",[1977.0],"[""London : CollinsChildren's Books,""]",['eng'],[nan],"['Originally published: U.S.A. : Harper & Row, 1960.']",1977.0,1977.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRDn1hyPqtKM2cm5lriF8bdSgWHabNsrgmCSwDXXIkDvIDMQ6RkXuw0abFbCA&s'],"['1995, c1960.']"
May Clarissa Gillington Byron,"['Byron, May Clarissa Gillington,-1936.', 'Byron, May Clarissa Gillington,-1936.', 'Byron, May Clarissa Gillington,-1936.']","""['A day with Samuel Taylor Coleridge. [With plates.]', 'A little deer and his home on Exmoor ', 'A voice from the Veld ']""","[1912.0, 1911.0, 1913.0]","['London,', 'London,', 'London,']","['eng', 'eng', 'eng']","[nan, nan, nan]","[nan, nan, nan]",1911.0,1913.0,3,"['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxnnu32sIHtqgoAdp_0s_SZBANWKUcXO6yaEV_jZ4RDwxdkFSUiqkgQZBEThk&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtSMUPXFK-5I5F1y6HYc7wNiOPtdKnP4Ig4Nsm0zOfHFyXsFjgxYWDiD8w6u0&s', 'https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg2NfYzu69iCyEb3afO-y92GqTgRyQ0eBG_i2J7sKzv8xSK3MkIKG-OS6ESw&s']","['[1912]', '[1911]', '1913.']"
May Sarton,"['Sarton, May,1912-1995.']","""['At seventy a journal']""",[1984.0],['New York W.W. Norton'],['eng'],"['Authors, American']",[nan],1984.0,1984.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTN4Cpj9GBuQiL5XhVv2PgiJEeo0l9UcmLy9T7qntBWEmuT5vQTnM2rrd1ydA&s'],['c1984']
Maya Angelou,"['Angelou, Maya.']","""['Just give me a cool drink of water 'fore I diiie ']""",[2003.0],"['London : Virago,']",['eng'],[nan],['Originally published: 1988.'],2003.0,2003.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUN3fWSYykkU5R-58xPTbJQYJiOJtot5_p7p66LxQYektHXAXXVY2WNQzoHdI&s'],['2003.']
Meg Twycross,"['Twycross, Meg.']","""['The medieval anadyomene : a study in Chaucer's mythography ']""",[1972.0],"['Oxford : Blackwell for the Society for the Study of Mediaeval Languages and Literature,']",['eng'],['Venus (Goddess)'],['Previous control number B7311208'],1972.0,1972.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTQ8_YRfSsugZVP3em8EnHE3mvBPl6iUy818qIjkI1eDtfPh3c2tJ3G9b3hXWA&s'],['1972.']
Megan McKenna,"['McKenna, Megan.']","""['Mary : shadow of grace ']""",[1995.0],"['London : Darton, Longman & Todd,']",['eng'],"['Mary, Blessed Virgin, Saint']","['Published in the USA: Orbis, 1995']",1995.0,1995.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRl40mBdbULfxq2k_CDgSAy-KQz0nbTURC507c9pLBrp_wPzLgSL5VlIb4qZ7s&s'],
Meja Mwangi,"['Mwangi, Meja.']","""['The cockroach dance ']""",[1989.0],"['Harlow : Longman,']",['eng'],[nan],[nan],1989.0,1989.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJPWZDlza0ITzJRTNgNvK07Da-0pUZ0oXN7IXuTDg5gdDMKVdSBwTHJWtVfx0&s'],['1989.']
Meredith Willson,"['Willson, Meredith.']","""['The music man. [A musical comedy ']""",[1962.0],"['London, ']",['eng'],[nan],[nan],1962.0,1962.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTlPw8ws9nnrmRQTI9rK33TQASVndgxdVc9E-pZlSQCOZp7g6VFXQk0FIP3AI8&s'],['[1962]']
Michael Chabon,"['Chabon, Michael.']","""['The final solution ']""",[2005.0],"['London : Harper Perennial,']",['eng'],"['World War, 1939-1945']","['Originally published : London : Fourth Estate, 2005.']",2005.0,2005.0,1,['https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTyHLBNHNFDM-ijOZE-wjUaz8C0dViYdjfpANgwI__rWvvGuOVQnEShX9u_fDU&s'],"['2006, c2005.']"
